"language","a","b","c","d","e","f","g","h","i","j","k","l","m","n","o","p","q","r","s","t","u","v","w","x","y","z"," "
1,0.0547945205479452,0.0136986301369863,0.0136986301369863,0.0547945205479452,0.123287671232877,0.0273972602739726,0,0,0.0410958904109589,0,0,0.0410958904109589,0.0136986301369863,0.0821917808219178,0.0410958904109589,0.0136986301369863,0,0.0958904109589041,0.0684931506849315,0.0684931506849315,0.0547945205479452,0,0,0,0,0,0.191780821917808
1,0.072463768115942,0,0.0434782608695652,0,0.202898550724638,0.0144927536231884,0,0,0.0289855072463768,0,0,0.0434782608695652,0.0144927536231884,0.0579710144927536,0,0.0144927536231884,0,0.0579710144927536,0.0579710144927536,0.072463768115942,0.0579710144927536,0,0,0.0144927536231884,0.0144927536231884,0,0.231884057971014
1,0.0597014925373134,0.0149253731343284,0.0149253731343284,0.0746268656716418,0.17910447761194,0,0,0.0149253731343284,0.0298507462686567,0,0,0.0597014925373134,0.0149253731343284,0.0298507462686567,0.0298507462686567,0.0298507462686567,0,0.104477611940299,0.0298507462686567,0.0597014925373134,0.0298507462686567,0.0149253731343284,0,0,0,0,0.208955223880597
1,0.0563380281690141,0.0140845070422535,0.0140845070422535,0.0422535211267606,0.154929577464789,0.0140845070422535,0,0,0.0140845070422535,0,0,0.028169014084507,0,0.0985915492957746,0.0422535211267606,0.0140845070422535,0,0.0563380281690141,0.0704225352112676,0.0704225352112676,0.0563380281690141,0,0,0.0140845070422535,0.0140845070422535,0,0.225352112676056
1,0.0357142857142857,0.0178571428571429,0.0535714285714286,0.0178571428571429,0.214285714285714,0,0,0,0.0535714285714286,0,0,0.0535714285714286,0.0178571428571429,0.0535714285714286,0.0357142857142857,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0535714285714286,0.0535714285714286,0.0535714285714286,0.0178571428571429,0,0,0,0,0.214285714285714
1,0.0303030303030303,0,0.0151515151515152,0,0.106060606060606,0.0151515151515152,0,0,0.121212121212121,0,0,0.0454545454545455,0.0303030303030303,0.0606060606060606,0.0303030303030303,0,0,0.0303030303030303,0.0454545454545455,0.0909090909090909,0.0757575757575758,0,0,0,0.0303030303030303,0,0.272727272727273
1,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0.142857142857143,0,0,0.142857142857143,0,0,0.142857142857143,0,0,0,0,0,0.428571428571429
1,0.046875,0,0.015625,0.09375,0.109375,0,0,0,0.109375,0,0,0.0625,0.015625,0.046875,0.015625,0.015625,0.015625,0.03125,0.046875,0.046875,0.09375,0,0,0,0.015625,0,0.21875
1,0.0571428571428571,0,0.0285714285714286,0.0285714285714286,0.142857142857143,0,0.0142857142857143,0,0.0428571428571429,0.0142857142857143,0,0.0285714285714286,0.0142857142857143,0.0428571428571429,0.0428571428571429,0.0285714285714286,0.0285714285714286,0.0857142857142857,0.0714285714285714,0.0285714285714286,0.0714285714285714,0.0142857142857143,0,0,0,0,0.214285714285714
1,0.0263157894736842,0,0,0,0.210526315789474,0,0,0,0,0.0263157894736842,0,0.0789473684210526,0,0.0526315789473684,0.0526315789473684,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.157894736842105,0.0263157894736842,0.0526315789473684,0,0,0,0,0,0.236842105263158
1,0.0333333333333333,0,0.0166666666666667,0.0666666666666667,0.15,0,0,0,0.0666666666666667,0,0,0.0666666666666667,0.0166666666666667,0.0666666666666667,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.05,0.0666666666666667,0.05,0.0833333333333333,0.0166666666666667,0,0,0,0,0.2
1,0.105263157894737,0,0.0526315789473684,0,0.157894736842105,0.0263157894736842,0,0,0.0789473684210526,0,0,0.0789473684210526,0,0.0263157894736842,0,0,0,0.105263157894737,0.0263157894736842,0.0789473684210526,0.0263157894736842,0,0,0,0,0,0.236842105263158
1,0.0597014925373134,0,0,0.0597014925373134,0.0895522388059701,0.0149253731343284,0.0298507462686567,0,0.0895522388059701,0,0,0.0746268656716418,0.0298507462686567,0.0597014925373134,0.0149253731343284,0.0298507462686567,0,0.0746268656716418,0.0597014925373134,0.0149253731343284,0.0895522388059701,0,0,0.0149253731343284,0,0,0.194029850746269
1,0.0571428571428571,0,0,0.0285714285714286,0.114285714285714,0,0,0,0.0857142857142857,0.0142857142857143,0,0.0571428571428571,0.0142857142857143,0.0285714285714286,0.0285714285714286,0.0714285714285714,0,0.1,0.0428571428571429,0.0571428571428571,0.0857142857142857,0,0,0,0,0,0.214285714285714
1,0.037037037037037,0,0,0,0.111111111111111,0.037037037037037,0,0,0.148148148148148,0,0,0.111111111111111,0,0,0.037037037037037,0,0,0,0.148148148148148,0.0740740740740741,0.037037037037037,0,0,0,0,0,0.259259259259259
1,0.0806451612903226,0,0.0483870967741935,0.0645161290322581,0.161290322580645,0,0,0,0.0483870967741935,0,0,0.0967741935483871,0,0.032258064516129,0.0161290322580645,0.032258064516129,0,0.0806451612903226,0.032258064516129,0.032258064516129,0.0645161290322581,0,0,0,0,0,0.209677419354839
1,0.078125,0,0,0.015625,0.125,0,0,0,0.046875,0.015625,0,0.046875,0.015625,0.015625,0.046875,0.0625,0,0.125,0.03125,0.046875,0.09375,0,0,0,0,0,0.234375
1,0.0612244897959184,0.0408163265306122,0.0408163265306122,0.0408163265306122,0.183673469387755,0,0,0,0.0612244897959184,0,0,0.0408163265306122,0,0.0408163265306122,0.0204081632653061,0,0.0204081632653061,0.0204081632653061,0.0408163265306122,0.0816326530612245,0.0408163265306122,0.0408163265306122,0,0,0,0,0.224489795918367
1,0.0454545454545455,0,0.0151515151515152,0,0.106060606060606,0.0151515151515152,0,0,0.106060606060606,0,0,0.0454545454545455,0.0303030303030303,0.0606060606060606,0.0151515151515152,0,0.0151515151515152,0.0303030303030303,0.0303030303030303,0.0909090909090909,0.0909090909090909,0,0,0,0.0303030303030303,0,0.272727272727273
1,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0.142857142857143,0,0,0.142857142857143,0,0,0.142857142857143,0,0,0,0,0,0.428571428571429
1,0.0882352941176471,0.0147058823529412,0.0147058823529412,0.0735294117647059,0.117647058823529,0,0,0,0.0735294117647059,0,0,0.0147058823529412,0.0147058823529412,0.0882352941176471,0.0294117647058824,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0588235294117647,0.0441176470588235,0.0735294117647059,0.0294117647058824,0,0.0294117647058824,0,0,0.191176470588235
1,0.0317460317460317,0,0.0158730158730159,0.0476190476190476,0.19047619047619,0,0,0,0.0317460317460317,0,0,0.0634920634920635,0,0.0317460317460317,0.0317460317460317,0,0.0158730158730159,0.0634920634920635,0.0634920634920635,0.0634920634920635,0.0793650793650794,0.0317460317460317,0,0.0158730158730159,0,0,0.222222222222222
1,0.0746268656716418,0,0.0149253731343284,0.0298507462686567,0.0895522388059701,0,0.0149253731343284,0,0.0746268656716418,0,0,0.0298507462686567,0.0149253731343284,0.0597014925373134,0.0447761194029851,0.0149253731343284,0.0149253731343284,0.0298507462686567,0.134328358208955,0.0447761194029851,0.0597014925373134,0.0298507462686567,0,0.0149253731343284,0,0,0.208955223880597
1,0.0428571428571429,0.0142857142857143,0.0285714285714286,0.0285714285714286,0.2,0,0,0,0.0285714285714286,0,0,0.0428571428571429,0.0142857142857143,0.0857142857142857,0.0428571428571429,0.0285714285714286,0.0142857142857143,0.0428571428571429,0.0571428571428571,0.0428571428571429,0.0714285714285714,0.0142857142857143,0,0.0142857142857143,0,0,0.185714285714286
1,0.0735294117647059,0,0.0441176470588235,0.0147058823529412,0.147058823529412,0,0,0,0.0882352941176471,0,0,0.0588235294117647,0,0.0294117647058824,0.0588235294117647,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0882352941176471,0.0441176470588235,0.0735294117647059,0.0147058823529412,0,0,0,0,0.220588235294118
1,0.0833333333333333,0.0833333333333333,0,0,0.0833333333333333,0,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0.0833333333333333,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0.333333333333333
1,0.0151515151515152,0.0151515151515152,0.0151515151515152,0.0454545454545455,0.151515151515152,0.0151515151515152,0,0,0.0909090909090909,0,0,0.0606060606060606,0.0303030303030303,0.0606060606060606,0.0303030303030303,0.0303030303030303,0,0.0151515151515152,0.0909090909090909,0.0606060606060606,0.0303030303030303,0,0,0,0.0151515151515152,0.0454545454545455,0.181818181818182
1,0.046875,0,0,0.015625,0.171875,0,0,0,0.046875,0,0,0.078125,0.03125,0.015625,0.015625,0.015625,0.015625,0.0625,0.09375,0.0625,0.078125,0,0,0.03125,0,0,0.21875
1,0.0303030303030303,0,0.0303030303030303,0,0.106060606060606,0.0151515151515152,0,0,0.121212121212121,0,0,0.0454545454545455,0.0303030303030303,0.0757575757575758,0.0151515151515152,0,0.0151515151515152,0.0151515151515152,0.0303030303030303,0.0757575757575758,0.0909090909090909,0,0,0,0.0303030303030303,0,0.272727272727273
1,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0.142857142857143,0,0,0.142857142857143,0,0,0.142857142857143,0,0,0,0,0,0.428571428571429
1,0.0625,0,0,0.0625,0.125,0,0,0,0.078125,0,0,0.046875,0.015625,0.046875,0.03125,0.015625,0.015625,0.0625,0.0625,0.046875,0.078125,0.03125,0,0.015625,0,0,0.203125
1,0.0434782608695652,0.0144927536231884,0.0144927536231884,0.0434782608695652,0.202898550724638,0,0,0,0.0434782608695652,0,0,0.0579710144927536,0.0144927536231884,0.0289855072463768,0.0144927536231884,0.0289855072463768,0,0.072463768115942,0.101449275362319,0.072463768115942,0.0434782608695652,0,0,0.0144927536231884,0,0,0.188405797101449
1,0.0740740740740741,0,0.0740740740740741,0,0.185185185185185,0.037037037037037,0,0,0.0740740740740741,0,0,0.037037037037037,0,0.037037037037037,0,0.037037037037037,0,0,0.0740740740740741,0.0740740740740741,0.037037037037037,0,0,0,0,0,0.259259259259259
1,0.0579710144927536,0.0144927536231884,0.0144927536231884,0.0289855072463768,0.188405797101449,0.0144927536231884,0,0,0.0579710144927536,0,0,0.101449275362319,0.0144927536231884,0.0434782608695652,0.0289855072463768,0.0144927536231884,0,0.0434782608695652,0.0579710144927536,0.0434782608695652,0.0434782608695652,0,0,0.0144927536231884,0,0,0.217391304347826
1,0.0144927536231884,0,0.0289855072463768,0.0289855072463768,0.231884057971014,0,0,0,0.0289855072463768,0,0,0.072463768115942,0,0.0289855072463768,0.0434782608695652,0.0434782608695652,0,0.0579710144927536,0.101449275362319,0.0579710144927536,0.0434782608695652,0,0,0,0,0,0.217391304347826
1,0.08,0.04,0.04,0,0.12,0,0,0,0.08,0,0,0.04,0,0.04,0.04,0,0.04,0,0,0.12,0.04,0.04,0,0,0,0,0.28
1,0.0526315789473684,0,0,0.0350877192982456,0.105263157894737,0.0175438596491228,0.0175438596491228,0.0175438596491228,0.087719298245614,0,0,0.0350877192982456,0.0526315789473684,0.0701754385964912,0.087719298245614,0.0175438596491228,0,0.0350877192982456,0.0701754385964912,0.0526315789473684,0.0350877192982456,0,0,0,0,0,0.210526315789474
1,0.0307692307692308,0.0153846153846154,0.0153846153846154,0.0307692307692308,0.138461538461538,0,0,0,0.0461538461538462,0,0,0.0769230769230769,0.0461538461538462,0.0461538461538462,0.0461538461538462,0.0153846153846154,0.0153846153846154,0.0615384615384615,0.138461538461538,0.0153846153846154,0.0461538461538462,0,0,0,0,0,0.215384615384615
1,0.0447761194029851,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.134328358208955,0,0,0,0.0447761194029851,0,0,0.0746268656716418,0,0,0.0447761194029851,0,0,0.0746268656716418,0.0895522388059701,0.0895522388059701,0.104477611940299,0,0,0.0149253731343284,0,0,0.238805970149254
1,0.0555555555555556,0,0,0,0.138888888888889,0,0,0,0.0555555555555556,0,0,0.0555555555555556,0.0277777777777778,0.0277777777777778,0,0.0555555555555556,0.0277777777777778,0.138888888888889,0.0555555555555556,0.0833333333333333,0.0555555555555556,0,0,0,0,0,0.222222222222222
1,0.0967741935483871,0,0.032258064516129,0.0483870967741935,0.145161290322581,0,0.032258064516129,0.0161290322580645,0.0967741935483871,0,0,0.0806451612903226,0.0645161290322581,0.0161290322580645,0.032258064516129,0,0,0.032258064516129,0.0161290322580645,0,0.032258064516129,0,0,0,0,0,0.258064516129032
1,0.0769230769230769,0,0.0384615384615385,0,0.192307692307692,0.0384615384615385,0,0.0384615384615385,0,0,0,0.0769230769230769,0.153846153846154,0,0.0384615384615385,0,0,0.0384615384615385,0,0.0384615384615385,0,0,0,0,0,0,0.269230769230769
1,0,0.0169491525423729,0.0169491525423729,0.0677966101694915,0.152542372881356,0.0169491525423729,0,0,0.101694915254237,0,0,0.0677966101694915,0.0169491525423729,0.0338983050847458,0.0338983050847458,0.0169491525423729,0,0.0169491525423729,0.0508474576271186,0.0677966101694915,0.0677966101694915,0,0,0,0.0169491525423729,0.0338983050847458,0.203389830508475
1,0.028169014084507,0,0,0.028169014084507,0.154929577464789,0,0,0,0.0563380281690141,0.0140845070422535,0,0.0563380281690141,0.028169014084507,0.028169014084507,0.0422535211267606,0.028169014084507,0,0.0563380281690141,0.154929577464789,0.0704225352112676,0.028169014084507,0,0,0,0,0.0422535211267606,0.183098591549296
1,0.0704225352112676,0,0.0140845070422535,0.0140845070422535,0.0985915492957746,0,0,0,0.0563380281690141,0,0,0.0704225352112676,0.0422535211267606,0.0140845070422535,0.028169014084507,0,0.0140845070422535,0.0563380281690141,0.0845070422535211,0.0563380281690141,0.112676056338028,0,0,0.0140845070422535,0,0,0.253521126760563
1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.125,0,0,0,0,0,0,0.375
1,0.0294117647058824,0.0147058823529412,0.0294117647058824,0.0588235294117647,0.161764705882353,0,0,0.0147058823529412,0.0588235294117647,0.0147058823529412,0,0.0147058823529412,0.0147058823529412,0.0588235294117647,0.0735294117647059,0.0147058823529412,0,0.0294117647058824,0.0294117647058824,0.0882352941176471,0.0441176470588235,0.0294117647058824,0,0,0,0,0.220588235294118
1,0.0985915492957746,0.0140845070422535,0.0140845070422535,0.0140845070422535,0.140845070422535,0.0140845070422535,0,0,0.028169014084507,0,0,0.0422535211267606,0,0.028169014084507,0.028169014084507,0,0.0140845070422535,0.0704225352112676,0.028169014084507,0.126760563380282,0.0704225352112676,0,0,0,0.0140845070422535,0,0.253521126760563
1,0.0588235294117647,0.0147058823529412,0.0294117647058824,0.0441176470588235,0.147058823529412,0.0147058823529412,0,0,0.0294117647058824,0,0,0.0147058823529412,0.0147058823529412,0.0441176470588235,0.0441176470588235,0.0147058823529412,0,0.132352941176471,0.0294117647058824,0.0882352941176471,0.0588235294117647,0.0147058823529412,0,0,0,0,0.205882352941176
1,0.106060606060606,0,0.0303030303030303,0.0303030303030303,0.121212121212121,0,0,0,0.0454545454545455,0,0,0.0454545454545455,0.0151515151515152,0.0151515151515152,0.0606060606060606,0,0,0.0303030303030303,0.0151515151515152,0.136363636363636,0.0757575757575758,0,0,0,0,0,0.272727272727273
1,0.0447761194029851,0,0,0.0298507462686567,0.149253731343284,0.0298507462686567,0,0,0.0447761194029851,0.0149253731343284,0,0.0298507462686567,0.0149253731343284,0.0746268656716418,0.0447761194029851,0,0.0149253731343284,0.0447761194029851,0.0597014925373134,0.0447761194029851,0.0746268656716418,0.0149253731343284,0,0,0.0149253731343284,0,0.253731343283582
1,0.037037037037037,0.0185185185185185,0.0185185185185185,0,0.148148148148148,0.0185185185185185,0,0.0185185185185185,0.0555555555555556,0,0,0.0185185185185185,0,0.037037037037037,0.0555555555555556,0.0185185185185185,0,0.111111111111111,0.0185185185185185,0.111111111111111,0.0925925925925926,0.0185185185185185,0,0,0,0,0.203703703703704
1,0.078125,0.015625,0.046875,0.015625,0.09375,0.015625,0,0,0.125,0,0,0.03125,0,0.015625,0.046875,0,0.015625,0.015625,0.015625,0.140625,0.046875,0.046875,0,0,0,0,0.234375
1,0.0289855072463768,0,0.0144927536231884,0,0.101449275362319,0.0144927536231884,0,0,0.115942028985507,0.0144927536231884,0,0.0434782608695652,0.0289855072463768,0.0579710144927536,0.0289855072463768,0,0,0.0289855072463768,0.0434782608695652,0.072463768115942,0.0869565217391304,0,0,0.0144927536231884,0.0289855072463768,0,0.27536231884058
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.1,0,0.1,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0.3
1,0.0615384615384615,0,0.0307692307692308,0,0.2,0.0153846153846154,0,0.0153846153846154,0.0461538461538462,0,0,0.0461538461538462,0.0153846153846154,0.0307692307692308,0.0153846153846154,0,0,0.0769230769230769,0.0461538461538462,0.0923076923076923,0.0615384615384615,0.0153846153846154,0,0.0153846153846154,0,0,0.215384615384615
1,0.0882352941176471,0,0.0147058823529412,0.0147058823529412,0.147058823529412,0.0147058823529412,0,0.0147058823529412,0.0882352941176471,0.0147058823529412,0,0.0294117647058824,0.0147058823529412,0.0147058823529412,0.0441176470588235,0.0147058823529412,0.0147058823529412,0.0294117647058824,0.0441176470588235,0.0588235294117647,0.0735294117647059,0.0441176470588235,0,0,0,0,0.220588235294118
1,0.0793650793650794,0,0,0.0158730158730159,0.142857142857143,0.0158730158730159,0,0,0.0634920634920635,0.0158730158730159,0,0.0158730158730159,0.0158730158730159,0.0158730158730159,0.0793650793650794,0.0317460317460317,0.0158730158730159,0.0476190476190476,0.0476190476190476,0.0793650793650794,0.0793650793650794,0.0317460317460317,0,0,0,0,0.206349206349206
1,0.0441176470588235,0.0147058823529412,0.0441176470588235,0.0147058823529412,0.161764705882353,0.0147058823529412,0,0,0.0882352941176471,0.0294117647058824,0,0.0441176470588235,0.0147058823529412,0.0441176470588235,0.0294117647058824,0.0294117647058824,0.0147058823529412,0.0441176470588235,0.0294117647058824,0.0588235294117647,0.0588235294117647,0,0,0,0,0,0.220588235294118
1,0.0909090909090909,0,0.0151515151515152,0.0151515151515152,0.151515151515152,0.0151515151515152,0,0,0.0606060606060606,0,0,0.0454545454545455,0,0.0454545454545455,0.0606060606060606,0.0151515151515152,0.0151515151515152,0.0454545454545455,0.0606060606060606,0.0606060606060606,0.0454545454545455,0.0303030303030303,0,0,0,0,0.227272727272727
1,0.0289855072463768,0,0.0434782608695652,0.0434782608695652,0.159420289855072,0.0144927536231884,0.0144927536231884,0,0.0869565217391304,0,0,0.0434782608695652,0,0.0434782608695652,0.0289855072463768,0,0.0144927536231884,0.072463768115942,0.072463768115942,0.0434782608695652,0.0434782608695652,0.0144927536231884,0,0.0144927536231884,0,0,0.217391304347826
1,0.0289855072463768,0.0144927536231884,0.0289855072463768,0.0434782608695652,0.188405797101449,0.0144927536231884,0,0,0.0434782608695652,0,0,0.0434782608695652,0,0.0434782608695652,0.0144927536231884,0,0.0144927536231884,0.072463768115942,0.0579710144927536,0.072463768115942,0.101449275362319,0,0,0.0144927536231884,0,0,0.202898550724638
1,0.0757575757575758,0.0151515151515152,0.0606060606060606,0.0151515151515152,0.166666666666667,0,0,0.0454545454545455,0.0151515151515152,0,0,0.0151515151515152,0.0303030303030303,0.0606060606060606,0.0151515151515152,0.0303030303030303,0,0.0757575757575758,0.0606060606060606,0.0606060606060606,0.0454545454545455,0,0,0,0,0,0.212121212121212
1,0.104477611940299,0,0.0298507462686567,0.0149253731343284,0.119402985074627,0.0149253731343284,0.0149253731343284,0,0.0746268656716418,0,0,0.0597014925373134,0.0149253731343284,0.0447761194029851,0.0298507462686567,0.0298507462686567,0,0.0895522388059701,0.0298507462686567,0.0597014925373134,0.0447761194029851,0.0298507462686567,0,0,0,0,0.194029850746269
1,0.0350877192982456,0,0.0175438596491228,0.0175438596491228,0.105263157894737,0,0,0.0175438596491228,0.0701754385964912,0,0,0.0701754385964912,0.0350877192982456,0.0350877192982456,0.0701754385964912,0.0350877192982456,0,0.0701754385964912,0.0175438596491228,0.087719298245614,0.0350877192982456,0.0350877192982456,0,0,0.0175438596491228,0,0.228070175438596
1,0.119402985074627,0,0.0149253731343284,0.0298507462686567,0.149253731343284,0.0149253731343284,0,0,0.0149253731343284,0,0,0.0447761194029851,0.0149253731343284,0.0149253731343284,0.0298507462686567,0.0149253731343284,0,0.0895522388059701,0.0597014925373134,0.0597014925373134,0.0746268656716418,0.0298507462686567,0,0,0,0,0.223880597014925
1,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0.166666666666667,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0.5
1,0.0588235294117647,0,0,0.0441176470588235,0.161764705882353,0.0441176470588235,0,0.0147058823529412,0.0441176470588235,0,0,0.102941176470588,0.0441176470588235,0.0147058823529412,0.0588235294117647,0.0147058823529412,0,0.0735294117647059,0.0441176470588235,0.0294117647058824,0.0441176470588235,0,0,0,0,0,0.205882352941176
1,0.0434782608695652,0,0,0.0434782608695652,0.144927536231884,0.0289855072463768,0,0.0144927536231884,0.0579710144927536,0,0,0.0289855072463768,0.0289855072463768,0.101449275362319,0.0289855072463768,0,0,0.0289855072463768,0.072463768115942,0.0579710144927536,0.0434782608695652,0.0579710144927536,0,0,0,0,0.217391304347826
1,0.0441176470588235,0,0.0147058823529412,0.0735294117647059,0.161764705882353,0,0,0,0.0588235294117647,0.0147058823529412,0,0.0588235294117647,0,0.102941176470588,0.0294117647058824,0.0294117647058824,0,0.0441176470588235,0.0147058823529412,0.0735294117647059,0.0588235294117647,0,0,0,0,0,0.220588235294118
1,0.0571428571428571,0,0,0,0.0571428571428571,0.0285714285714286,0,0.0285714285714286,0.114285714285714,0,0,0.0857142857142857,0.114285714285714,0,0.0571428571428571,0,0.0285714285714286,0.0285714285714286,0,0.0571428571428571,0.0285714285714286,0.0285714285714286,0,0,0.0285714285714286,0,0.257142857142857
1,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0645161290322581,0.193548387096774,0.0161290322580645,0,0,0.032258064516129,0,0,0.0483870967741935,0,0.0161290322580645,0.0483870967741935,0.032258064516129,0,0.0645161290322581,0.0967741935483871,0.0645161290322581,0.0645161290322581,0,0,0,0,0,0.209677419354839
1,0.115942028985507,0.0434782608695652,0,0.0289855072463768,0.130434782608696,0,0.0289855072463768,0,0.0579710144927536,0,0,0.0579710144927536,0.0289855072463768,0.0289855072463768,0.0289855072463768,0,0,0.072463768115942,0.0289855072463768,0.0289855072463768,0.0434782608695652,0.0289855072463768,0,0,0,0,0.246376811594203
1,0.107142857142857,0.0357142857142857,0.0357142857142857,0.0714285714285714,0.107142857142857,0,0,0,0.0535714285714286,0.0178571428571429,0,0.0535714285714286,0.0178571428571429,0.0892857142857143,0.0178571428571429,0,0,0.0535714285714286,0.0357142857142857,0.0357142857142857,0.0357142857142857,0,0,0,0,0,0.232142857142857
1,0.0625,0,0,0.0625,0.140625,0.015625,0,0,0.046875,0.015625,0,0.0625,0,0.046875,0.046875,0.015625,0,0.09375,0.046875,0.046875,0.046875,0.015625,0,0,0,0,0.234375
1,0.115384615384615,0.0384615384615385,0,0.0384615384615385,0.0769230769230769,0,0,0,0.115384615384615,0,0,0,0,0.0384615384615385,0,0,0.0384615384615385,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0384615384615385,0.0384615384615385,0,0,0,0,0.230769230769231
1,0.0147058823529412,0,0.0441176470588235,0.0147058823529412,0.132352941176471,0,0,0.0147058823529412,0.0588235294117647,0,0,0.0441176470588235,0.0294117647058824,0.0441176470588235,0.0588235294117647,0.0441176470588235,0.0147058823529412,0.0441176470588235,0.0588235294117647,0.0735294117647059,0.0735294117647059,0,0,0,0.0147058823529412,0,0.220588235294118
1,0.0689655172413793,0,0,0.0344827586206897,0.103448275862069,0,0,0.0344827586206897,0.0344827586206897,0,0,0.0689655172413793,0,0,0.103448275862069,0,0,0.0689655172413793,0.0344827586206897,0.0344827586206897,0.0689655172413793,0.0689655172413793,0,0,0,0,0.275862068965517
1,0.0441176470588235,0.0147058823529412,0.0147058823529412,0.0294117647058824,0.132352941176471,0,0,0,0.0441176470588235,0,0,0.0735294117647059,0.0147058823529412,0.0147058823529412,0.0441176470588235,0.0441176470588235,0,0.0735294117647059,0.0588235294117647,0.0441176470588235,0.0588235294117647,0.0147058823529412,0,0,0.0294117647058824,0,0.25
1,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0.125,0.125,0,0.375
1,0,0,0.0441176470588235,0.0294117647058824,0.147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0441176470588235,0,0,0.0588235294117647,0.0147058823529412,0.0588235294117647,0.0735294117647059,0,0.0147058823529412,0.0147058823529412,0.0441176470588235,0.0735294117647059,0.102941176470588,0.0147058823529412,0,0,0,0,0.220588235294118
